sample_id,split,label,sha256
cifar10_train_35582,Validation,cat,93a975396e574180b7aa2ef6c9908cdca5ffa4ec00d8d0f0fb2b135f8a9911b4
cifar10_train_9394,Validation,cat,a9c40f21f83c009caa2f88b61497ba9718b3c8b0d4d2db4a709fc31c66777141
cifar10_train_40558,Validation,cat,2bc90458f509c689badf6f555b19616c25110aa7696f3dee4e415fe64d789641
cifar10_train_19647,Validation,cat,ab014523434fc6fc491427b14e29ed67e6616568bb3318851d59016c529c5c59
cifar10_train_40369,Validation,cat,90a28f8e80c2f97527f1760c56a4ce0a4b15d4f0c9cd2f6c0efdfdd3ddde1da4
cifar10_train_22463,Validation,cat,7adc6a7062f1a232e1980a9628ade823ef9b26d29aa1470f512fda28b4a5e2af
cifar10_train_37297,Validation,cat,6efcbff00584f088c0e833107921b82b58fbace62ddac207592c688a60826536
cifar10_train_59,Validation,cat,15c22d05969d5f4e72c887ca671503bbcf68fe1cea460ed0a7fe26c8494a974d
cifar10_train_39822,Validation,cat,98527035e458432396f6f28627b8a7663c82f18faf9ea2cd30c43aa3f3f3bf57
cifar10_train_33177,Validation,cat,c8aa2f085c0a8369770af90121e8c85718fc134cd59ce5f5766ae21f7ff40d6c
cifar10_train_11195,Validation,cat,7f044d2f8c17895b956fc09941f489280b487bcdd0668fa7f64096f77f84ab5a
cifar10_train_38246,Validation,cat,b2ded836018e0dc45d4402e07532c9ed33d47aa71e12b6755e4f4e33c6954ea1
cifar10_train_49900,Validation,cat,b2f59cf9b2f9fedddca3f84805543f9bdfa001796c104108dd06b63f91c60878
cifar10_train_30866,Validation,cat,77151e4433fb0799c2f32e507745dbbe75541fda288b43768b8515a3b6c21574
cifar10_train_45933,Validation,cat,d8a841b24b8a3dedc7d33a832165d9ef190cd14b36a4e4e21e605ac3ec130044
cifar10_train_46812,Validation,cat,57523fbb5a53e0191d1d39aeeea1352fefd58c58f487459a77b195227c185b0a
cifar10_train_13019,Validation,cat,1a64a9f87eccddc500fdbca51844f7fa670b02dfad9b88596b87be084e5989d2
cifar10_train_24031,Validation,cat,66ad0c99810e3eb992281dfd183bf8eefe7e054c08a135e118b560e9143fd229
cifar10_train_39898,Validation,cat,b3d7f54f5070ba467cf95ebc048634e782466d46391e31cb3141d2da25efd8bf
cifar10_train_28162,Validation,cat,6e61650ceb01c085e95eb5a86e6cff0c5b833beb63a6bfa17cfc8ad3ff733252
cifar10_train_34579,Validation,cat,a46b5f49057bfe3d0b926aebadcbd95400376badd56a822917e0d5a69e6f4df8
cifar10_train_24036,Validation,cat,cfe921bc1798c5522123e10bafcfa0d36a5989bbddd20173118d5f1093c761e7
cifar10_train_43733,Validation,cat,2c2a902b78f26210bae25c56bd786fe4c6a47eea1b08bf2d2a57c7659a5bf856
cifar10_train_36269,Validation,cat,b95190edb08b532c01118a745074c78a6d5af09fe591f51255fd10c7f30db04d
cifar10_train_41918,Validation,cat,63c88391486df06d03cb281173e056cbfea44397be2bd8420bc769569d93bbeb
cifar10_train_28786,Validation,cat,675c0c4d7636df79f8604311c9f389f1254334ac62618017cece9bba4d0c1665
cifar10_train_4117,Validation,cat,6c04adc35cbf4dddb0a5f9803f577d6eb33227d31d568a32aaa3a1c17a764ade
cifar10_train_18371,Validation,cat,b7f38674e0a28f78c6291440470a6f5a9732966a6bcced2bd75641fe4ecb67e9
cifar10_train_37733,Validation,cat,b0fd43c9c170bbecb8676621e872014456199fe3f9daba7f966a8a6a041d17e6
cifar10_train_11192,Validation,cat,5cd411d0e21d5bb4190e3220b0a10828882a89f02ce58b80d6dfefd87d41a57c
cifar10_train_48088,Validation,cat,be6ef26287225fe1d9bd65a1868f2f5091ff5c61793151442ff311fce4b4c5f8
cifar10_train_25081,Validation,cat,41293e090b27769f4896c6fca797bc592f23602a24cb6233d70a2baa61ce258c
cifar10_train_23239,Validation,cat,67517d03bf7b4697a869cc8bc2ddaf06e9d109f1124a92466d338c3222c14130
cifar10_train_517,Validation,cat,44075dd1dec87e2319cd809575b7219614d6985878321228065b5a9307718005
cifar10_train_44950,Validation,cat,d825ef2d34c0b49d183301da5fa423a6ad51c741125b5484bee2648c15c45fe1
cifar10_train_28319,Validation,deer,44cf581c5cb378b6509355839541e8c728e5965bfdaa1b8a2a06dfceca2589ee
cifar10_train_3116,Validation,deer,bf2efcf92d170098c88eb5a06a72131955d8b2b02d3c16da60c690156bae8f06
cifar10_train_966,Validation,deer,65aa38faeb614b28e93d1a6f554f5c0bc3169a43c6fab1bcbadb506c3238792e
cifar10_train_27285,Validation,deer,3a9bd7531787d98509dd80ef267606107f7b1801757a9d950aebc87aff1f7d96
cifar10_train_17801,Validation,deer,79b4cc8fd252c95c1e71110c1efe02e0e1c673ece3341c7c00c4adf2e9225b4c
cifar10_train_34,Validation,deer,0a0bf43c61aa8aa109334f2cfc64cfae9d76d0951a94d836718c48d417ab52a4
cifar10_train_5944,Validation,deer,4d039d8aa801d55d1d9f44ef36a95804f1b65f0f194bd5e832fb9da383018fc8
cifar10_train_34589,Validation,deer,359d72a2c363af8ad72a1c099abf2f4632ae1f2944a369f14036986650689216
cifar10_train_32450,Validation,deer,a9767f03477a55a0f6863ba7404abc267046683e5478784f098f60a2d4090399
cifar10_train_10489,Validation,deer,23aa26473069c517d0b9e919ec65f79f511ce1cb0f6dd9d645a168f295c4afee
cifar10_train_28375,Validation,deer,fd8f42d574b9106efb74a17f6057b527ef35bfb5dafb2a450d89dc3ac0b52350
cifar10_train_47144,Validation,deer,5066b113c858c4fd8251279662527940c057eb10a728f4999016c3b920aae406
cifar10_train_16155,Validation,deer,2a27e2f7a8cba446178d2af51f08ef73096e81b04cf2bad3a1269f068fd57ca9
cifar10_train_27572,Validation,deer,5b9af19df044fd39f1c674303a8e4a1e18fdacae9735a791bbf1d5224a9ad9e3
cifar10_train_33187,Validation,deer,2c84f6068975885c8c4a02dc388d082ddb2b516482eac2c3b9e0abd2e4a7c693
cifar10_train_26926,Validation,deer,2062f7f8e9e8cfb84dd1b5fe3942d395fc3ab1f7ffdbdcc948c9d4f3d4489a27
cifar10_train_180,Validation,deer,61ea0a504ab055e648cf62af011618972cb47a6a9c75feae52b24052c88f2a91
cifar10_train_23611,Validation,deer,3fca5beeed7891734ac6952a7f1454431ed5a5c94fd2eec5a2249a1aaf03db2c
cifar10_train_27062,Validation,deer,d59555fd0cad91cb8c06a48f46cedb98c2b428019f1dd741c2ab45886702822d
cifar10_train_26854,Validation,deer,44acb493315e729b8acbf6a3e5173df95c92cb2ad14818631cdc9d88ffffaba0
cifar10_train_6173,Validation,deer,bb86e0c9bd87c01378c9e2d62ee374e52496da5248e3ee89f4b01cbf401eb899
cifar10_train_17299,Validation,deer,3a92bb6a2f1e8325fd64bec69ce342843c9eebab94b4fd4e5706d12b2a4f5857
cifar10_train_22981,Validation,deer,9991be86b097a942d1835d1a3652b8b46e0f7a06ded90e1f8cfc2a94be458e32
cifar10_train_31916,Validation,deer,67fd11aeb5e88c7b704e6b162b625da1097885fc0ae8ac62bbb05ba8a0243320
cifar10_train_29632,Validation,deer,84e6a934952623ff6d7bab4b9e84aa478156257c80cdb2e7e1d943d4c77c92c8
cifar10_train_47415,Validation,deer,c6340a5c2e74479547286de13a11f48f9ee0b57ac8bda1024f82cc7faa071667
cifar10_train_33245,Validation,deer,37288d55c5335d7d548f1f9d01f24fb33930381cbec1a4be7f106b56d11496ec
cifar10_train_31860,Validation,deer,4872898e0ca76b93e323122ee69ea26da0b58ddb31c59b63707abe9b145f26b6
cifar10_train_41237,Validation,deer,342de315633ae1c97e0d15634887afa8855a4f42748f1804a7c707ea53ded94b
cifar10_train_22985,Validation,deer,832e6aa677e2ece8b0ea4bf48e6cc91604427af2c389687c477916bf52a101a9
cifar10_train_25806,Validation,deer,d7f4e26033519a2669f4da55c1c8bd00ddf02a24ba960d604da7567b4e82ff2a
cifar10_train_14412,Validation,deer,b6573660aba266d1f03ff6f89fddd0b7045d3df3aee0c5cb8a219e4ef1d5dd2b
cifar10_train_6505,Validation,deer,9d25e3c74eac473b8936fba112e245167a9d3fd714be969a4e32d0c0a4af3a91
cifar10_train_21033,Validation,deer,d5127fdafb8f104df5714f14768b5aa82daa08f4b92157ee38b4171331a50223
cifar10_train_36600,Validation,deer,dc09750fbc329fced00f303149d10f5642fac2c8851fd52e73dbc286e53745f3
cifar10_train_25024,Validation,deer,23cb6a2c31f197852fc0f81af914e1304de80f821e71a0c8a11d17c9c9567114
cifar10_train_30230,Validation,deer,0cc7b9b92c2dd529ed6414fae0a653e7cb07f63ededf14f56acf4bed541369b9
cifar10_train_9731,Validation,deer,f542b1ceb7700c33dc371de42b26637b8b517354d5b09cf919f19cd6e8cc49b9
cifar10_train_22005,Validation,deer,39ec7aeaa334fb49b986af330081accd4b9027a7ad1e962940e2207d5b241121
cifar10_train_42109,Validation,deer,baf746a6d14e31458b59182c6a460890ce1b1f98866cf9976eea70a2723dfc99
cifar10_train_10239,Validation,deer,5ff2ecd1227f1148ebbd61b1c5476bd4386bfb3cdbae75ffb1fd4dbfb0236065
cifar10_train_28470,Validation,deer,9a50ae1bec78e1bb600b55aa5ddfa909022a1046b5a3a30cc85652db792d8c37
cifar10_train_31668,Validation,deer,9c39dd43b315fa11f574d76faffe389dd85ecee1dedd950e51e4620f23986dcf
cifar10_train_15415,Validation,deer,8c365cb61ceee83f7b8ed0501f01215bb94e5866d0613e957fda4014d439552e
cifar10_train_39740,Validation,deer,e6fe49f4d68ae8d534ade8bd95a164bfeccaef106131e4ebae29afa487ff9ed5
cifar10_train_19142,Validation,deer,75a8759943f588ea6d8d30abc9ab07c100af23a2be03d023193b0289bd3c5bc8
cifar10_train_35624,Validation,deer,f07bee3e1841d080ff8c13eb9c83b35f4109750f98018a91d224d5fa2f9726ab
cifar10_train_1817,Validation,deer,b179607b359e151dc5ab3685b8691357764178c46bbcbb3989577bdf34fafca2
cifar10_train_2900,Validation,deer,0cbfdf6841dba205685d1b7e6e34b5ee851432a8ffb7ecc3f1246e6a416ab0e5
cifar10_train_14726,Validation,deer,0358ad26bec5424640668c78aae77b21c6ea2a9904fef42113acb184f6a7afe1
cifar10_train_13464,Validation,deer,60291e38fbb4de43e25a0921f059d6dfa8b5e48a9ed59139e1b5a4f2a9c6cf95
cifar10_train_4695,Validation,deer,af2ed1a9e1fcb67b113962bea42398224506b38a12e5be2755403775460d151b
cifar10_train_33215,Validation,deer,98bd884b418c1e5a02d3aaefb2a64ab2a8ed1f406d8074c7d34d2cd68bb69427
cifar10_train_42526,Validation,deer,fb12223325c71c5e1b69f0091329728619e32c23e36c4e67c31d66c8bbb19365
cifar10_train_13972,Validation,deer,8e1161d290060ed6996bcdcb81fb5e9c67bf2733390b32db310b19d5bdd70b7a
cifar10_train_34585,Validation,deer,ee5631d3ed0baec364551496608e029e90b509c2c386701be239af0932ae49c4
cifar10_train_9775,Validation,deer,0e77feda354d0cd91e59e2af29dbfad5336d95638260591f2d7eb4d62cd97794
cifar10_train_29184,Validation,deer,f0c1a63c5ba9b15c9745ddcbc5d6bf5f28f74a963dee7d270574e33854d32af5
cifar10_train_28729,Validation,deer,4805520150e31ba4f193880be4247b764f6d0056cde3b0dd0f190f94588565db
cifar10_train_9691,Validation,deer,85a55499635407fae60150ea8c622b548b40ef6cc33b1323c0b833ac101e3462
cifar10_train_49475,Validation,deer,af4e050155c6831beaebf4f0df173d3d3351aee5f3cf3b545fd403f047072128
cifar10_train_24236,Validation,deer,3bdcdf44bf2344c389fc5946c7ae3c37979198f7dacb748f71b153a56a96803f
cifar10_train_41958,Validation,deer,19c6fb2367b0ab3573dba658e23e41629242fb6cb11098c7fdac226350aaa9a9
cifar10_train_19145,Validation,deer,ffc516e801014e637bd4ad0273f8762af6164e851d47cc0fe81ee5a7f40457ce
cifar10_train_45132,Validation,deer,f11ca63da9a1833ca5b55f758f16ab4a9a05436b3e08db01f3e93ea54f8beba6
cifar10_train_39249,Validation,deer,8162f90d9beb03ef1fa57a2c0a66c1fa0cb50402659b3a0a4dfa33af50266473
cifar10_train_1832,Validation,deer,b872a8994fae037669d7b4630fc3c0375fa61fc2fc5b940a62dfef0a1614e57d
cifar10_train_2257,Validation,deer,d879ed4a17c0af90fa47f61c51bc63e4251ce8ed72a06e1b64c5badce7dd249e
cifar10_train_49414,Validation,deer,cafbb67e05df71ed8ac0229c88684e7f7ae2ac2c0e7dfd4a3956241e5e91e5aa
cifar10_train_23474,Validation,deer,6f76b40b3d967c5158360f90bf6e54e5d99432af5398005a3710ed9cfd527ae9
cifar10_train_15537,Validation,deer,0b1ecbaea097a37526f12f541d7985288e60cf6ba52a63f8d2b02d09aecd853b
cifar10_train_28100,Validation,deer,1c772ea00de2dc9fe012ea21cdc56a9c79ce57ffd7f23fed56bf15f3d2535865
cifar10_train_16151,Validation,deer,35e719e32222a9c3a11996f8dd4cb8438a096f08728206683ec7c4feb12e9f2e
cifar10_train_32088,Validation,deer,95aecf2a34bf72cc0c2e506781516cedca34c33d099d3fa764333618c0091691
cifar10_train_38015,Validation,deer,0c3f1799070df587b912169f574b0c946ca9f6ecb85013fdbd2dfe85aba448f1
cifar10_train_41897,Validation,deer,2b927e681ef4471a63ff0ac14fa41f025daca571cd93e8bb8b2d059b55b24cf2
cifar10_train_31143,Validation,deer,1d1887880c120697cdcbe0f40ba0943bdfa8b3733059587279fff46c5e2899b5
cifar10_train_390,Validation,deer,e971ba59df13c97728ab38cc6b34da3c51c73c30222ab96508d3530b7817c2fd
cifar10_train_16179,Validation,deer,1cf8d1c33814f3cffb07ac87de7596510350aa6a9b2fba39355722e213293215
cifar10_train_41148,Validation,deer,31c2df0cf6986755f061d6ce13900aec4ec9df4e67fcf42ad3ca1a6d1963ee6a
cifar10_train_3587,Validation,deer,27305f08d24aaa42333fae42334648626f91ab9baa8f9e15a6df0c47850e1168
cifar10_train_23943,Validation,deer,2450665b2660e0ee83292f077381e5c434f5fde455894818f4119836b8eadf65
cifar10_train_9013,Validation,deer,4e9c38afd60caba6e63028880a9bba61f843664fc2335db0d0952c705433f7c8
cifar10_train_37875,Validation,deer,8e98902c30a439ee7f3a517f9bd3fdad479a25bad7743d89fac19c8352520223
cifar10_train_489,Validation,deer,3868c5f048c2e68f19709ab8abf348053bb6a468531ea1451c2ef09e95cda326
cifar10_train_25666,Validation,deer,cdc53bb978d2f9d04f1db72c252ca795d1ffadb6187c3f49c1af059f8a9c74b1
cifar10_train_13984,Validation,deer,bd669a6c4a7d9b77c77b2eae2a7f345bdb5d034df577e51282a50f641ac3dcfc
cifar10_train_1791,Validation,deer,29136644ba5c7ae7a1499ad20a74748e165f97503b0ff3e75da35f5df430cf17
cifar10_train_35877,Validation,deer,ecc44ba27ab147a8f4282f0c285a07063f5def96a37b24b4f03f11024fb36775
cifar10_train_27342,Validation,deer,f742f0d5e4d54dc6a7d1e1b65709cff4c85b9dc44a60fcfb63865009afaedf04
cifar10_train_27384,Validation,deer,a7baf903f941195cffb65b2dbb6ddb22a2cd6dce0818d35d5cd52f60e5c85cdd
cifar10_train_19262,Validation,deer,97b7e8403b74ae8079f8fa18c30e65be72d64ef081333627b9441e96f61ec6fa
cifar10_train_2943,Validation,deer,d18826c2d3698f54e122f0c6711ca632962aabcd4281d03a4b77bbe0206f76bd
cifar10_train_40588,Validation,deer,a0e441e193bc7d1a3eaf992dc5a9dabd2039a6a2bac38943634abebdfd678157
cifar10_train_2835,Validation,deer,fb8addee5b703bbd6e9c8e6dbd9723aa2813c69a741ae01cba2a2478eb4f03cb
cifar10_train_162,Validation,deer,21ec53d3ae9a75fa0ce660d0728d0a4c25d9010aa440bbe94ef9e859edef5f67
cifar10_train_26946,Validation,deer,05ab2c3b7d483ff26a7da5c6889efd17b68dd44c3358b904d5435a635f20e4e7
cifar10_train_9872,Validation,deer,9cbb1239907259359ad0cd6ed7fdedcddabbe3cf39f24fba963c42f382287220
cifar10_train_33703,Validation,deer,4185ebe8fbec76cf5a1c55d97321bc6760d041f319a1aed28c9a16c8baafb33a
cifar10_train_11398,Validation,deer,cab27c41aea8ee0e6ea78a6366cfafa2e45f8b2450fd61a3326e0a3099c07d8a
cifar10_train_14186,Validation,deer,631d88570e6310bfccf1be7979a08a44af7f85ab5d87ceb9828b998c5d5ea7b1
cifar10_train_32518,Validation,deer,182d7f0c3fcf77023190ddb07b2b7539dfe6dba2b4befae575785bec2e379417
cifar10_train_3397,Validation,deer,ff8397f013fe50a9bea70c2ea1083014b598fb58002eeb258273079f7a961a9a
cifar10_train_9000,Validation,deer,215d4740f7e375945eedc5cf490777f132a7006306e206489d9a1b416c0b84ca
cifar10_train_23743,Validation,deer,768459b761bba817d1986e4cb572c23d697a28572a409a3db8e562bd33f42509
cifar10_train_32391,Validation,deer,01a1defacad8e93c549ea5898c91087797905ed90d7c67773495510108d32aab
cifar10_train_28913,Validation,deer,3fa09a2780127e28ae8e858f2d587e10729da4a68a765ea150aee2c6d5b2978b
cifar10_train_42313,Validation,deer,5ab797fc807b0de11e7a9d2f49dc10733fdd856b6c731fd6e32643c324a06892
cifar10_train_34425,Validation,deer,e378feb91d8e96a5d3929856c2138a57f3cc7249c3f976dcb386f4c90e805fdb
cifar10_train_41726,Validation,deer,3ed0961b42381f82be6a24aca3fa0ee48daebb21dc7032cdccbbb8a720b9c8ee
cifar10_train_42070,Validation,deer,f569661a6809a725c54f3a9f0dd807733c5289c8e2f86d34e924613e9c5594e4
cifar10_train_33037,Validation,deer,6a8c1ea1447e441c9ba543d218ffa9a4b9c90705f66b792281b7ffe053caf749
cifar10_train_12253,Validation,deer,8dc0d692d8dae36b2fe8d5e3d964d47c0f593d640f60b3e7ab2d36aa0d2b21bb
cifar10_train_7317,Validation,deer,f0bdacc3e2dfada5f05c3b0c1c179eb17ed239c9ab7b164613de11f649eb8f43
cifar10_train_12416,Validation,deer,8ea886b57cdce608570ce1cf9c650f3948fc3d3cb8ed61956a280e15ab1d2148
cifar10_train_3936,Validation,deer,d0e14d656b4244a72ec18bba6f2f08915643903d3612add661faee0bd7410fa1
cifar10_train_23211,Validation,deer,66efa027ee8f203af76f61f0dd841ee2bcd837ff995fb056922703722c3286a4
cifar10_train_3759,Validation,deer,38c5aa9c445e4f8e88a107240b7b5b7563d4820279d8f752e0eba0953000f53f
cifar10_train_44007,Validation,deer,35996a77d4f1969c1031c334d17a0c0ed08ac926177cc5cff96f24700de784f4
cifar10_train_29041,Validation,deer,0e2b507231ad645ff2cf8c38651bc226cf1bb656375a34fee520deabeedf70ae
cifar10_train_31476,Validation,deer,49628199f1776a25a395fb089761aad31236f54424655ddd7eac35b5e59e2044
cifar10_train_36019,Validation,deer,fd8ab3a7a9761f63859018859d4982233484a2568d6702ccf111d85afa1566d6
cifar10_train_15666,Validation,deer,bed91027d8b6abfd8ca1abf10ac0cd521eabdf2a606fbb76aac926b3c3d67e90
cifar10_train_2911,Validation,deer,1b76901f571cd26edeff0664379cfbc74793582ab62f658230ade68daf669570
cifar10_train_27247,Validation,deer,094a6361f77ef07d7843c96451b96c248e4338330ba02ea79d3d4fdc778376ab
cifar10_train_32276,Validation,deer,ae692c14cbac5bc099cdc644a60b60fa2f7bef421cf0408db19e2e7d913f240b
cifar10_train_18507,Validation,deer,31a99f0c29673a5259c8071c83f0b6125346ce82a27927721d9f651f25ac122f
cifar10_train_10478,Validation,deer,9c39c1b2907877ce7ab5c594b4633422af0403c6004e09373fd572dad219d096
cifar10_train_979,Validation,deer,5809c278738e2e299a952530942233d9859ddb732c2b8dc145b9c9da43a392b2
cifar10_train_47408,Validation,deer,247b28e6286992a8535ca582b08cc9a00bf9b99ac1b304ed2aad37b395fd5f59
cifar10_train_14555,Validation,deer,fda26ea28ab828117ee76688870104a87d58f126437005664b019d474e211b67
cifar10_train_38173,Validation,deer,fbcc1b370736b340dfce2ddef8ead0bbe1280ad12cf9209158618e82f726aadc
cifar10_train_5739,Validation,deer,a1d6a7de1cfce24246696c7b57c1ad233aeca5e3266bcd8fda074154cc4ae1d5
cifar10_train_29466,Validation,deer,b3cc2d56859e9a07c773560d972cbdc4394cd61ad7a1aa07a31f9bed221270d4
cifar10_train_23421,Validation,deer,96ea07b0cbd93e89f32414de91b940c3eb6c9a0d6f71e31c5ecb33f8055584c6
cifar10_train_47869,Validation,deer,a0c3f7082c4ce4e77cc9ee26e73b1138be432e26057140e24d38b575bcd67e9b
cifar10_train_30719,Validation,deer,05c8ecf55ce563fb72ea6401c6f01718d4b53cc19757d0cf81785263fd2a5164
cifar10_train_48023,Validation,deer,3b524d639cc868ef717aecc58be8177aef582df39bcd6ca1dfe2b776e90209bd
cifar10_train_45121,Validation,deer,343869f0d236f79f3a107840d76414a838a53f0cc37be0256e6ffe67d301cfaa
cifar10_train_33688,Validation,deer,de262c03c9cd0a08fafeb6cf99d42e6b6348ab02414a6f327e969b2518b281ef
cifar10_train_32120,Validation,deer,01b83c9f10a0999f5050a95693fa049fbf47e07d34b5079e951013b79bc44cd4
cifar10_train_10640,Validation,deer,b034383da699361ebd3db812e037e27b2ae6f3d1d281fe31fedd89a34e755079
cifar10_train_26715,Validation,deer,2ac64c32de7cd449959fc63e5057d9db6851e99b8a5d6bad68b5315382630fd9
cifar10_train_23420,Validation,deer,667636800e96b195da05081ac4be1d381baf9982a183312d8ae38d5dc5b7a478
cifar10_train_45133,Validation,deer,82606d211f0f1aa07c5199c643981f29a0ed867f12e9d0ec55a53738f1e92114
cifar10_train_45408,Validation,deer,c5e5d390409608ba6b46f5a5f1e882cb007f5b2dc9f2d84ed3713ed61ec62e17
cifar10_train_42769,Validation,deer,a1ec4c724b55b8c39e7afce2df1a856520fe40e34547fbfc0a90e8f6aa43e58c
cifar10_train_21603,Validation,deer,4798a2bac32f1ca0a5063e1159d20ff336803407d1f10ab7e52ef4e37f4cb24a
cifar10_train_34051,Validation,deer,eef370e6ada6fdb2c692314af3a7922438cf996ec01f83f5ed8b65f26cb7828c
cifar10_train_1225,Validation,deer,6d808c82d36b47c368f8cf2d46ae93c7aba27a4c74c4d129f3e17ea0d65a15b8
cifar10_train_6358,Validation,dog,1c248619ee5b8b2a86e57318b38d474ef65986568918db4c0072f7cfb3c7b339
cifar10_train_24442,Validation,dog,3b1cbeea0dd98bbb74834a501f042a9ecc60d6b2250119b28eb682c55c04b017
cifar10_train_19007,Validation,dog,50daebee26c52938a8275ec0644bc8d1f842a80d7a35dea90f5e47580b7db5ed
cifar10_train_43156,Validation,dog,e39b63c8d439f2b3b49cd57c588e604a2818fc9c47807fa7f4d81f1d66a3d732
cifar10_train_27892,Validation,dog,88623351e03e516e419ce2fdaf4e7c50a9ae65a6a2db5ef00078fdde7072060d
cifar10_train_31347,Validation,dog,e5f3ad164a08be8583f765c7e5c357116c6807ee298cc80675184381928a423c
cifar10_train_2940,Validation,dog,00084572cf780350c72f04eee87c30a5d1a1d794492003d9ef30030841a8e3a8
cifar10_train_46597,Validation,dog,21f3518e079be7edc8c65ae1444dd471e857ce8dfb4566dab44d49b0c8c89971
cifar10_train_23949,Validation,dog,fc7ba9e93c3b3799c58cd229baa405bad28b2e4f93b13bc25ff1af2b8538249c
cifar10_train_15475,Validation,dog,d29be70e35e9f3347229488330eb273737ad7ff614234e43092f49ea2e515c1b
cifar10_train_8742,Validation,dog,809974fb2bb69dff17aecf4b4282c8a2170d8f6fec670a81418bdca223ecd489
cifar10_train_2522,Validation,dog,dfbe4049c8f99cc9f00cfa37e00b7041f8dab9de76e7d27b281964c2d462e2dc
cifar10_train_29204,Validation,dog,78dc313e873d09268804430bcaa7bcdba052a2e28219a31783c3bda7f1ac2b9e
cifar10_train_44439,Validation,dog,f56ff0f4623de84712f62b458abdb45c0017413d62ec992c54a9158fbe2c06d0
cifar10_train_38140,Validation,dog,ddcef6d967e50dd63c9b2c5b81751109e43c9dffd2d8e957f17b2eb761eb4751
cifar10_train_40351,Validation,dog,3ef66943c9c34863d1c0deb2b02e4472a8ecb797dee7c4f91031b88ca0b754f7
cifar10_train_14034,Validation,dog,47225076c562952a3ae5231743639a2f32ae586d4c6105d1487b101be2c3a577
cifar10_train_12947,Validation,dog,380684a910b557bf01531d5bd95bb4382bcf17047fad773077c5bdf2dd13c8f8
cifar10_train_7742,Validation,dog,fa6c718fbe589a0e0e855f185cdd7450f61c18f4b292d3c29c3e1d38ad507223
cifar10_train_7032,Validation,dog,dbcfbbd499b8e5500f7622b0f3f04b2bc9c317e788d2d415e32bb0a9b1144d3c
cifar10_train_35034,Validation,dog,f20e37b8614e3f409bf692ae0ca523d69d7635d151e247ae2b1d2edf229f8670
cifar10_train_19434,Validation,dog,bbd79b6f83b20b9916ce84caf1ea550e4bfb4fa69ccb9e45eed6dc2fa67c0d6c
cifar10_train_26753,Validation,dog,1d327d940b6677cf24aa09a2b9c869897655f1c0e69bbdfc5414cdde57292ccf
cifar10_train_6154,Validation,dog,94ebdbfc0c5d9e6d91c9f48fa44556c472fb9630fb4ec465953d746d54f8a84d
cifar10_train_11437,Validation,dog,52775610afda5f9021e97700eb4bf01a2e00202419c6ce780dac8d71551b563d
cifar10_train_21920,Validation,dog,59a6c223dd5d3be77ac927119f01a58b91c2e686bdf7551c87fcd6b6587e25a3
cifar10_train_40772,Validation,dog,c607ef5a44dafc98f448363965d5c263301accd7daf3350fbd65ecc2383a0bec
cifar10_train_34391,Validation,dog,7d09b98753f3612b4b234004372134b909a6c76f6023a952c996036c0440a2c8
cifar10_train_762,Validation,dog,11de44543392ad74754bf189198f7651f2fca65624bf6cff5c2e7b3d9d2f7ff2
cifar10_train_31561,Validation,dog,eb5a61836a9a8aa55c72ddb18b6a51abd80211808c30e26d0f36c21b153bd8aa
cifar10_train_39642,Validation,dog,8f7434a674cb6d4a2b608b995fd530bd16f69599142959e57c0a2dc4a42690b0
cifar10_train_26827,Validation,dog,2f94ada7eac8f43ff35564c208c78a5138511cf18bff26a770ec5e6d8b35e2f1
cifar10_train_7785,Validation,dog,1f7986a758841a5d7423ecadb7a6f4d6dc8e890a665c55b142d2263a6d5bf7ae
cifar10_train_36335,Validation,dog,e7b2aec1d923a4f3dffd897a0e60c1f48ed462ffb0385c7b996612aea08b95d8
cifar10_train_49867,Validation,dog,1c4d400c676c37516de2749b359f2f5151c7dd14d86b5539e3a41840d05d502b
cifar10_train_23668,Validation,dog,0056e147d229e1f9c4dd6230903cc544ea8f2f0bb05880d34c3395989ca92f9d
cifar10_train_14632,Validation,dog,a7dd01a1154eb78e6a1d4d066c0d2e5a513ff2d200d33a3b989a05ce132ad433
cifar10_train_12884,Validation,dog,d42cc5492d4d5d48400bb348ff3644aee921d6136401dacada7400f263b1181b
cifar10_train_44345,Validation,dog,f85bfa688a9c65475df660896168c65c3ada673bfd1c08e9fc623c9cf09f2d0c
cifar10_train_11953,Validation,dog,f67b1edaa8017167b9db9e429cdb99ba609430b73ca7dd3b88197a84d946e841
cifar10_train_49467,Validation,dog,88cf774826ddb87171ec8f0483f46303f1290b194bd3f915c55cc9ce52b98e7e
cifar10_train_15672,Validation,dog,687cdbd23c763218c19b21956561eb3c07e338422b1bf57322837c018522c3e6
cifar10_train_1513,Validation,dog,13ada1e5135fea727b9e1081ebb40dee492e76c80bba0b1f22bb1b8adfaf42ae
cifar10_train_19610,Validation,dog,f42eddb4515766f4433ea8a6cf13bae0934ebb2f59a64268a1b90f9e42ddc330
cifar10_train_21261,Validation,dog,e9b3dcd801db5ff793455d02a4ed8575855375ec7aaf712134c2df6f823078e3
cifar10_train_32891,Validation,dog,e285ed247db45640e808c19041f8d35608e2ca70b20d8da5804115c20cf727a0
cifar10_train_33424,Validation,dog,25ddd172512a90ae1cb1388dfa5ce6a7cc763187a954042050e033893b8beca2
cifar10_train_37749,Validation,dog,7a5158764577a9e3981977ce1abb79f078caff72547750efb52f01770b2af7e8
